Institution,Site,Academic_Year,Term,ZIP_Code,Full_or_Part_Time,Headcount
SLCC,SLCC South City Center,2020,2,84003,Part-Time,11
SLCC,SLCC South City Center,2020,2,84004,Full-Time,1
SLCC,SLCC South City Center,2020,2,84004,Part-Time,2
SLCC,SLCC South City Center,2020,2,84005,Part-Time,10
SLCC,SLCC South City Center,2020,2,84006,Part-Time,1
SLCC,SLCC South City Center,2020,2,84009,Full-Time,4
SLCC,SLCC South City Center,2020,2,84009,Part-Time,50
SLCC,SLCC South City Center,2020,2,84010,Full-Time,6
SLCC,SLCC South City Center,2020,2,84010,Part-Time,95
SLCC,SLCC South City Center,2020,2,84013,Part-Time,2
SLCC,SLCC South City Center,2020,2,84014,Part-Time,33
SLCC,SLCC South City Center,2020,2,84015,Full-Time,2
SLCC,SLCC South City Center,2020,2,84015,Part-Time,18
SLCC,SLCC South City Center,2020,2,84017,Part-Time,3
SLCC,SLCC South City Center,2020,2,84020,Full-Time,7
SLCC,SLCC South City Center,2020,2,84020,Part-Time,75
SLCC,SLCC South City Center,2020,2,84025,Full-Time,5
SLCC,SLCC South City Center,2020,2,84025,Part-Time,24
SLCC,SLCC South City Center,2020,2,84029,Full-Time,1
SLCC,SLCC South City Center,2020,2,84029,Part-Time,10
SLCC,SLCC South City Center,2020,2,84032,Full-Time,2
SLCC,SLCC South City Center,2020,2,84032,Part-Time,7
SLCC,SLCC South City Center,2020,2,84036,Full-Time,1
SLCC,SLCC South City Center,2020,2,84036,Part-Time,7
SLCC,SLCC South City Center,2020,2,84037,Full-Time,2
SLCC,SLCC South City Center,2020,2,84037,Part-Time,27
SLCC,SLCC South City Center,2020,2,84040,Full-Time,1
SLCC,SLCC South City Center,2020,2,84040,Part-Time,20
SLCC,SLCC South City Center,2020,2,84041,Full-Time,5
SLCC,SLCC South City Center,2020,2,84041,Part-Time,22
SLCC,SLCC South City Center,2020,2,84042,Part-Time,1
SLCC,SLCC South City Center,2020,2,84043,Full-Time,1
SLCC,SLCC South City Center,2020,2,84043,Part-Time,36
SLCC,SLCC South City Center,2020,2,84044,Full-Time,2
SLCC,SLCC South City Center,2020,2,84044,Part-Time,45
SLCC,SLCC South City Center,2020,2,84045,Full-Time,1
SLCC,SLCC South City Center,2020,2,84045,Part-Time,7
SLCC,SLCC South City Center,2020,2,84047,Full-Time,7
SLCC,SLCC South City Center,2020,2,84047,Part-Time,68
SLCC,SLCC South City Center,2020,2,84049,Full-Time,1
SLCC,SLCC South City Center,2020,2,84049,Part-Time,2
SLCC,SLCC South City Center,2020,2,84050,Full-Time,1
SLCC,SLCC South City Center,2020,2,84050,Part-Time,1
SLCC,SLCC South City Center,2020,2,84054,Full-Time,7
SLCC,SLCC South City Center,2020,2,84054,Part-Time,52
SLCC,SLCC South City Center,2020,2,84056,Part-Time,1
SLCC,SLCC South City Center,2020,2,84057,Full-Time,1
SLCC,SLCC South City Center,2020,2,84057,Part-Time,6
SLCC,SLCC South City Center,2020,2,84058,Full-Time,1
SLCC,SLCC South City Center,2020,2,84058,Part-Time,3
SLCC,SLCC South City Center,2020,2,84059,Part-Time,1
SLCC,SLCC South City Center,2020,2,84060,Full-Time,2
SLCC,SLCC South City Center,2020,2,84060,Part-Time,8
SLCC,SLCC South City Center,2020,2,84062,Full-Time,1
SLCC,SLCC South City Center,2020,2,84062,Part-Time,8
SLCC,SLCC South City Center,2020,2,84065,Full-Time,2
SLCC,SLCC South City Center,2020,2,84065,Part-Time,57
SLCC,SLCC South City Center,2020,2,84067,Full-Time,1
SLCC,SLCC South City Center,2020,2,84067,Part-Time,9
SLCC,SLCC South City Center,2020,2,84068,Part-Time,4
SLCC,SLCC South City Center,2020,2,84070,Full-Time,4
SLCC,SLCC South City Center,2020,2,84070,Part-Time,39
SLCC,SLCC South City Center,2020,2,84071,Part-Time,1
SLCC,SLCC South City Center,2020,2,84074,Full-Time,5
SLCC,SLCC South City Center,2020,2,84074,Part-Time,31
SLCC,SLCC South City Center,2020,2,84075,Full-Time,1
SLCC,SLCC South City Center,2020,2,84075,Part-Time,7
SLCC,SLCC South City Center,2020,2,84078,Part-Time,1
SLCC,SLCC South City Center,2020,2,84081,Full-Time,6
SLCC,SLCC South City Center,2020,2,84081,Part-Time,89
SLCC,SLCC South City Center,2020,2,84083,Part-Time,1
SLCC,SLCC South City Center,2020,2,84084,Full-Time,7
SLCC,SLCC South City Center,2020,2,84084,Part-Time,51
SLCC,SLCC South City Center,2020,2,84087,Full-Time,8
SLCC,SLCC South City Center,2020,2,84087,Part-Time,38
SLCC,SLCC South City Center,2020,2,84088,Full-Time,5
SLCC,SLCC South City Center,2020,2,84088,Part-Time,56
SLCC,SLCC South City Center,2020,2,84092,Full-Time,3
SLCC,SLCC South City Center,2020,2,84092,Part-Time,48
SLCC,SLCC South City Center,2020,2,84093,Full-Time,2
SLCC,SLCC South City Center,2020,2,84093,Part-Time,48
SLCC,SLCC South City Center,2020,2,84094,Full-Time,8
SLCC,SLCC South City Center,2020,2,84094,Part-Time,55
SLCC,SLCC South City Center,2020,2,84095,Full-Time,4
SLCC,SLCC South City Center,2020,2,84095,Part-Time,53
SLCC,SLCC South City Center,2020,2,84096,Full-Time,5
SLCC,SLCC South City Center,2020,2,84096,Part-Time,52
SLCC,SLCC South City Center,2020,2,84097,Part-Time,3
SLCC,SLCC South City Center,2020,2,84098,Part-Time,23
SLCC,SLCC South City Center,2020,2,84101,Full-Time,2
SLCC,SLCC South City Center,2020,2,84101,Part-Time,35
SLCC,SLCC South City Center,2020,2,84102,Full-Time,18
SLCC,SLCC South City Center,2020,2,84102,Part-Time,116
SLCC,SLCC South City Center,2020,2,84103,Full-Time,6
SLCC,SLCC South City Center,2020,2,84103,Part-Time,109
SLCC,SLCC South City Center,2020,2,84104,Full-Time,7
SLCC,SLCC South City Center,2020,2,84104,Part-Time,122
SLCC,SLCC South City Center,2020,2,84105,Full-Time,6
SLCC,SLCC South City Center,2020,2,84105,Part-Time,106
SLCC,SLCC South City Center,2020,2,84106,Full-Time,11
SLCC,SLCC South City Center,2020,2,84106,Part-Time,163
SLCC,SLCC South City Center,2020,2,84107,Full-Time,4
SLCC,SLCC South City Center,2020,2,84107,Part-Time,124
SLCC,SLCC South City Center,2020,2,84108,Full-Time,10
SLCC,SLCC South City Center,2020,2,84108,Part-Time,69
SLCC,SLCC South City Center,2020,2,84109,Full-Time,12
SLCC,SLCC South City Center,2020,2,84109,Part-Time,88
SLCC,SLCC South City Center,2020,2,84110,Part-Time,3
SLCC,SLCC South City Center,2020,2,84111,Full-Time,7
SLCC,SLCC South City Center,2020,2,84111,Part-Time,57
SLCC,SLCC South City Center,2020,2,84113,Part-Time,1
SLCC,SLCC South City Center,2020,2,84115,Full-Time,14
SLCC,SLCC South City Center,2020,2,84115,Part-Time,155
SLCC,SLCC South City Center,2020,2,84116,Full-Time,16
SLCC,SLCC South City Center,2020,2,84116,Part-Time,141
SLCC,SLCC South City Center,2020,2,84117,Full-Time,6
SLCC,SLCC South City Center,2020,2,84117,Part-Time,72
SLCC,SLCC South City Center,2020,2,84118,Full-Time,5
SLCC,SLCC South City Center,2020,2,84118,Part-Time,55
SLCC,SLCC South City Center,2020,2,84119,Full-Time,10
SLCC,SLCC South City Center,2020,2,84119,Part-Time,91
SLCC,SLCC South City Center,2020,2,84120,Full-Time,5
SLCC,SLCC South City Center,2020,2,84120,Part-Time,102
SLCC,SLCC South City Center,2020,2,84121,Full-Time,7
SLCC,SLCC South City Center,2020,2,84121,Part-Time,100
SLCC,SLCC South City Center,2020,2,84123,Full-Time,4
SLCC,SLCC South City Center,2020,2,84123,Part-Time,85
SLCC,SLCC South City Center,2020,2,84124,Full-Time,5
SLCC,SLCC South City Center,2020,2,84124,Part-Time,59
SLCC,SLCC South City Center,2020,2,84128,Full-Time,1
SLCC,SLCC South City Center,2020,2,84128,Part-Time,71
SLCC,SLCC South City Center,2020,2,84129,Full-Time,8
SLCC,SLCC South City Center,2020,2,84129,Part-Time,64
SLCC,SLCC South City Center,2020,2,84152,Part-Time,2
SLCC,SLCC South City Center,2020,2,84158,Part-Time,1
SLCC,SLCC South City Center,2020,2,84170,Part-Time,2
SLCC,SLCC South City Center,2020,2,84171,Part-Time,2
SLCC,SLCC South City Center,2020,2,84302,Full-Time,1
SLCC,SLCC South City Center,2020,2,84302,Part-Time,3
SLCC,SLCC South City Center,2020,2,84310,Part-Time,3
SLCC,SLCC South City Center,2020,2,84312,Full-Time,1
SLCC,SLCC South City Center,2020,2,84314,Part-Time,1
SLCC,SLCC South City Center,2020,2,84319,Part-Time,2
SLCC,SLCC South City Center,2020,2,84321,Full-Time,1
SLCC,SLCC South City Center,2020,2,84321,Part-Time,1
SLCC,SLCC South City Center,2020,2,84332,Part-Time,1
SLCC,SLCC South City Center,2020,2,84337,Part-Time,1
SLCC,SLCC South City Center,2020,2,84401,Full-Time,1
SLCC,SLCC South City Center,2020,2,84401,Part-Time,8
SLCC,SLCC South City Center,2020,2,84402,Part-Time,1
SLCC,SLCC South City Center,2020,2,84403,Part-Time,11
SLCC,SLCC South City Center,2020,2,84404,Full-Time,1
SLCC,SLCC South City Center,2020,2,84404,Part-Time,9
SLCC,SLCC South City Center,2020,2,84405,Part-Time,7
SLCC,SLCC South City Center,2020,2,84414,Full-Time,1
SLCC,SLCC South City Center,2020,2,84414,Part-Time,6
SLCC,SLCC South City Center,2020,2,84532,Full-Time,1
SLCC,SLCC South City Center,2020,2,84532,Part-Time,1
SLCC,SLCC South City Center,2020,2,84535,Full-Time,1
SLCC,SLCC South City Center,2020,2,84601,Full-Time,1
SLCC,SLCC South City Center,2020,2,84601,Part-Time,4
SLCC,SLCC South City Center,2020,2,84604,Part-Time,6
SLCC,SLCC South City Center,2020,2,84606,Part-Time,2
SLCC,SLCC South City Center,2020,2,84627,Part-Time,1
SLCC,SLCC South City Center,2020,2,84631,Part-Time,1
SLCC,SLCC South City Center,2020,2,84651,Part-Time,1
SLCC,SLCC South City Center,2020,2,84660,Part-Time,2
SLCC,SLCC South City Center,2020,2,84663,Full-Time,1
SLCC,SLCC South City Center,2020,2,84663,Part-Time,1
SLCC,SLCC South City Center,2020,2,84701,Full-Time,1
SLCC,SLCC South City Center,2020,2,84720,Part-Time,2
SLCC,SLCC South City Center,2020,2,84721,Part-Time,1
SLCC,SLCC South City Center,2020,2,84737,Part-Time,1
SLCC,SLCC South City Center,2020,2,84780,Part-Time,1
SLCC,SLCC South City Center,2020,2,84790,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84003,Part-Time,2
SLCC,SLCC West Point Center,2020,2,84005,Part-Time,2
SLCC,SLCC West Point Center,2020,2,84006,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84009,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84009,Part-Time,3
SLCC,SLCC West Point Center,2020,2,84010,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84010,Part-Time,6
SLCC,SLCC West Point Center,2020,2,84013,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84014,Part-Time,7
SLCC,SLCC West Point Center,2020,2,84015,Part-Time,3
SLCC,SLCC West Point Center,2020,2,84016,Part-Time,7
SLCC,SLCC West Point Center,2020,2,84017,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84020,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84020,Part-Time,3
SLCC,SLCC West Point Center,2020,2,84025,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84025,Part-Time,3
SLCC,SLCC West Point Center,2020,2,84027,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84029,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84029,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84032,Part-Time,2
SLCC,SLCC West Point Center,2020,2,84037,Part-Time,3
SLCC,SLCC West Point Center,2020,2,84040,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84041,Full-Time,3
SLCC,SLCC West Point Center,2020,2,84041,Part-Time,3
SLCC,SLCC West Point Center,2020,2,84043,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84043,Part-Time,5
SLCC,SLCC West Point Center,2020,2,84044,Part-Time,14
SLCC,SLCC West Point Center,2020,2,84045,Part-Time,3
SLCC,SLCC West Point Center,2020,2,84047,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84047,Part-Time,8
SLCC,SLCC West Point Center,2020,2,84049,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84054,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84054,Part-Time,8
SLCC,SLCC West Point Center,2020,2,84057,Part-Time,3
SLCC,SLCC West Point Center,2020,2,84058,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84059,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84062,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84065,Full-Time,5
SLCC,SLCC West Point Center,2020,2,84065,Part-Time,15
SLCC,SLCC West Point Center,2020,2,84067,Part-Time,2
SLCC,SLCC West Point Center,2020,2,84068,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84070,Part-Time,5
SLCC,SLCC West Point Center,2020,2,84074,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84074,Part-Time,9
SLCC,SLCC West Point Center,2020,2,84075,Part-Time,2
SLCC,SLCC West Point Center,2020,2,84081,Full-Time,4
SLCC,SLCC West Point Center,2020,2,84081,Part-Time,21
SLCC,SLCC West Point Center,2020,2,84084,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84084,Part-Time,10
SLCC,SLCC West Point Center,2020,2,84087,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84087,Part-Time,4
SLCC,SLCC West Point Center,2020,2,84088,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84088,Part-Time,7
SLCC,SLCC West Point Center,2020,2,84089,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84091,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84092,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84092,Part-Time,6
SLCC,SLCC West Point Center,2020,2,84093,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84093,Part-Time,3
SLCC,SLCC West Point Center,2020,2,84094,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84094,Part-Time,7
SLCC,SLCC West Point Center,2020,2,84095,Full-Time,3
SLCC,SLCC West Point Center,2020,2,84095,Part-Time,12
SLCC,SLCC West Point Center,2020,2,84096,Full-Time,7
SLCC,SLCC West Point Center,2020,2,84096,Part-Time,13
SLCC,SLCC West Point Center,2020,2,84097,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84098,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84101,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84102,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84102,Part-Time,7
SLCC,SLCC West Point Center,2020,2,84103,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84103,Part-Time,9
SLCC,SLCC West Point Center,2020,2,84104,Full-Time,4
SLCC,SLCC West Point Center,2020,2,84104,Part-Time,12
SLCC,SLCC West Point Center,2020,2,84105,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84105,Part-Time,5
SLCC,SLCC West Point Center,2020,2,84106,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84106,Part-Time,9
SLCC,SLCC West Point Center,2020,2,84107,Full-Time,3
SLCC,SLCC West Point Center,2020,2,84107,Part-Time,15
SLCC,SLCC West Point Center,2020,2,84108,Part-Time,5
SLCC,SLCC West Point Center,2020,2,84109,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84109,Part-Time,5
SLCC,SLCC West Point Center,2020,2,84110,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84111,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84111,Part-Time,3
SLCC,SLCC West Point Center,2020,2,84115,Part-Time,10
SLCC,SLCC West Point Center,2020,2,84116,Full-Time,4
SLCC,SLCC West Point Center,2020,2,84116,Part-Time,16
SLCC,SLCC West Point Center,2020,2,84117,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84117,Part-Time,5
SLCC,SLCC West Point Center,2020,2,84118,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84118,Part-Time,16
SLCC,SLCC West Point Center,2020,2,84119,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84119,Part-Time,13
SLCC,SLCC West Point Center,2020,2,84120,Full-Time,3
SLCC,SLCC West Point Center,2020,2,84120,Part-Time,13
SLCC,SLCC West Point Center,2020,2,84121,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84121,Part-Time,8
SLCC,SLCC West Point Center,2020,2,84123,Full-Time,2
SLCC,SLCC West Point Center,2020,2,84123,Part-Time,10
SLCC,SLCC West Point Center,2020,2,84124,Part-Time,3
SLCC,SLCC West Point Center,2020,2,84128,Full-Time,3
SLCC,SLCC West Point Center,2020,2,84128,Part-Time,9
SLCC,SLCC West Point Center,2020,2,84129,Full-Time,3
SLCC,SLCC West Point Center,2020,2,84129,Part-Time,20
SLCC,SLCC West Point Center,2020,2,84152,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84157,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84170,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84306,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84401,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84403,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84404,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84405,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84414,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84536,Full-Time,1
SLCC,SLCC West Point Center,2020,2,84601,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84655,Part-Time,2
SLCC,SLCC West Point Center,2020,2,84656,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84663,Part-Time,2
SLCC,SLCC West Point Center,2020,2,84752,Part-Time,1
SLCC,SLCC West Point Center,2020,2,84761,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84003,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84005,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84009,Part-Time,2
SLCC,SLCC West Valley City,2020,2,84010,Part-Time,5
SLCC,SLCC West Valley City,2020,2,84014,Part-Time,2
SLCC,SLCC West Valley City,2020,2,84015,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84017,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84020,Part-Time,7
SLCC,SLCC West Valley City,2020,2,84025,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84029,Part-Time,2
SLCC,SLCC West Valley City,2020,2,84036,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84037,Part-Time,2
SLCC,SLCC West Valley City,2020,2,84040,Part-Time,3
SLCC,SLCC West Valley City,2020,2,84041,Part-Time,3
SLCC,SLCC West Valley City,2020,2,84043,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84044,Part-Time,57
SLCC,SLCC West Valley City,2020,2,84047,Part-Time,6
SLCC,SLCC West Valley City,2020,2,84050,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84054,Part-Time,5
SLCC,SLCC West Valley City,2020,2,84062,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84065,Part-Time,8
SLCC,SLCC West Valley City,2020,2,84070,Part-Time,5
SLCC,SLCC West Valley City,2020,2,84074,Part-Time,10
SLCC,SLCC West Valley City,2020,2,84081,Part-Time,22
SLCC,SLCC West Valley City,2020,2,84084,Part-Time,9
SLCC,SLCC West Valley City,2020,2,84087,Part-Time,2
SLCC,SLCC West Valley City,2020,2,84088,Part-Time,6
SLCC,SLCC West Valley City,2020,2,84092,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84093,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84094,Part-Time,6
SLCC,SLCC West Valley City,2020,2,84095,Part-Time,11
SLCC,SLCC West Valley City,2020,2,84096,Part-Time,7
SLCC,SLCC West Valley City,2020,2,84098,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84101,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84102,Part-Time,3
SLCC,SLCC West Valley City,2020,2,84104,Part-Time,4
SLCC,SLCC West Valley City,2020,2,84105,Part-Time,2
SLCC,SLCC West Valley City,2020,2,84106,Part-Time,2
SLCC,SLCC West Valley City,2020,2,84107,Part-Time,10
SLCC,SLCC West Valley City,2020,2,84108,Part-Time,3
SLCC,SLCC West Valley City,2020,2,84109,Part-Time,3
SLCC,SLCC West Valley City,2020,2,84115,Part-Time,7
SLCC,SLCC West Valley City,2020,2,84116,Part-Time,9
SLCC,SLCC West Valley City,2020,2,84117,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84118,Part-Time,29
SLCC,SLCC West Valley City,2020,2,84119,Part-Time,36
SLCC,SLCC West Valley City,2020,2,84120,Part-Time,64
SLCC,SLCC West Valley City,2020,2,84121,Part-Time,4
SLCC,SLCC West Valley City,2020,2,84123,Part-Time,7
SLCC,SLCC West Valley City,2020,2,84124,Part-Time,3
SLCC,SLCC West Valley City,2020,2,84128,Full-Time,1
SLCC,SLCC West Valley City,2020,2,84128,Part-Time,73
SLCC,SLCC West Valley City,2020,2,84129,Part-Time,11
SLCC,SLCC West Valley City,2020,2,84315,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84403,Part-Time,2
SLCC,SLCC West Valley City,2020,2,84404,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84660,Part-Time,1
SLCC,SLCC West Valley City,2020,2,84770,Part-Time,2
SLCC,SLCC West Valley City,2020,2,84790,Part-Time,1
USU,Mountainland Technical College,2020,2,84003,Part-Time,1
USU,Mountainland Technical College,2020,2,84015,Part-Time,1
USU,Mountainland Technical College,2020,2,84042,Part-Time,1
USU,Mountainland Technical College,2020,2,84043,Part-Time,4
USU,Mountainland Technical College,2020,2,84045,Part-Time,3
USU,Mountainland Technical College,2020,2,84057,Part-Time,1
USU,Mountainland Technical College,2020,2,84059,Part-Time,1
USU,Mountainland Technical College,2020,2,84062,Part-Time,1
USU,Mountainland Technical College,2020,2,84065,Part-Time,1
USU,Mountainland Technical College,2020,2,84094,Part-Time,1
USU,Mountainland Technical College,2020,2,84097,Part-Time,1
USU,Mountainland Technical College,2020,2,84107,Part-Time,1
USU,Mountainland Technical College,2020,2,84109,Part-Time,1
USU,Mountainland Technical College,2020,2,84117,Part-Time,1
USU,Mountainland Technical College,2020,2,84129,Part-Time,1
USU,Mountainland Technical College,2020,2,84301,Part-Time,1
USU,Mountainland Technical College,2020,2,84601,Part-Time,1
USU,Mountainland Technical College,2020,2,84606,Part-Time,1
USU,Mountainland Technical College,2020,2,84655,Part-Time,1
USU,USU Brigham Center,2020,2,84003,Part-Time,6
USU,USU Brigham Center,2020,2,84004,Part-Time,1
USU,USU Brigham Center,2020,2,84005,Part-Time,2
USU,USU Brigham Center,2020,2,84006,Part-Time,1
USU,USU Brigham Center,2020,2,84007,Part-Time,1
USU,USU Brigham Center,2020,2,84009,Part-Time,1
USU,USU Brigham Center,2020,2,84010,Part-Time,9
USU,USU Brigham Center,2020,2,84014,Part-Time,1
USU,USU Brigham Center,2020,2,84015,Part-Time,6
USU,USU Brigham Center,2020,2,84020,Part-Time,3
USU,USU Brigham Center,2020,2,84025,Part-Time,2
USU,USU Brigham Center,2020,2,84037,Part-Time,4
USU,USU Brigham Center,2020,2,84038,Part-Time,3
USU,USU Brigham Center,2020,2,84040,Part-Time,3
USU,USU Brigham Center,2020,2,84041,Part-Time,1
USU,USU Brigham Center,2020,2,84043,Part-Time,2
USU,USU Brigham Center,2020,2,84044,Part-Time,1
USU,USU Brigham Center,2020,2,84045,Part-Time,1
USU,USU Brigham Center,2020,2,84047,Part-Time,2
USU,USU Brigham Center,2020,2,84050,Part-Time,1
USU,USU Brigham Center,2020,2,84054,Part-Time,1
USU,USU Brigham Center,2020,2,84059,Part-Time,1
USU,USU Brigham Center,2020,2,84062,Part-Time,4
USU,USU Brigham Center,2020,2,84065,Part-Time,1
USU,USU Brigham Center,2020,2,84067,Part-Time,2
USU,USU Brigham Center,2020,2,84070,Part-Time,2
USU,USU Brigham Center,2020,2,84074,Part-Time,2
USU,USU Brigham Center,2020,2,84075,Part-Time,9
USU,USU Brigham Center,2020,2,84078,Part-Time,1
USU,USU Brigham Center,2020,2,84087,Part-Time,2
USU,USU Brigham Center,2020,2,84088,Full-Time,1
USU,USU Brigham Center,2020,2,84088,Part-Time,4
USU,USU Brigham Center,2020,2,84092,Part-Time,2
USU,USU Brigham Center,2020,2,84093,Part-Time,1
USU,USU Brigham Center,2020,2,84094,Part-Time,3
USU,USU Brigham Center,2020,2,84095,Part-Time,1
USU,USU Brigham Center,2020,2,84096,Part-Time,2
USU,USU Brigham Center,2020,2,84097,Part-Time,1
USU,USU Brigham Center,2020,2,84098,Part-Time,1
USU,USU Brigham Center,2020,2,84106,Part-Time,1
USU,USU Brigham Center,2020,2,84108,Part-Time,1
USU,USU Brigham Center,2020,2,84109,Part-Time,1
USU,USU Brigham Center,2020,2,84117,Part-Time,1
USU,USU Brigham Center,2020,2,84301,Part-Time,4
USU,USU Brigham Center,2020,2,84302,Full-Time,13
USU,USU Brigham Center,2020,2,84302,Part-Time,106
USU,USU Brigham Center,2020,2,84305,Part-Time,1
USU,USU Brigham Center,2020,2,84307,Full-Time,1
USU,USU Brigham Center,2020,2,84307,Part-Time,3
USU,USU Brigham Center,2020,2,84309,Part-Time,3
USU,USU Brigham Center,2020,2,84310,Full-Time,1
USU,USU Brigham Center,2020,2,84310,Part-Time,4
USU,USU Brigham Center,2020,2,84311,Part-Time,1
USU,USU Brigham Center,2020,2,84312,Part-Time,8
USU,USU Brigham Center,2020,2,84314,Full-Time,1
USU,USU Brigham Center,2020,2,84314,Part-Time,8
USU,USU Brigham Center,2020,2,84315,Full-Time,1
USU,USU Brigham Center,2020,2,84315,Part-Time,2
USU,USU Brigham Center,2020,2,84318,Full-Time,2
USU,USU Brigham Center,2020,2,84318,Part-Time,9
USU,USU Brigham Center,2020,2,84319,Full-Time,1
USU,USU Brigham Center,2020,2,84319,Part-Time,6
USU,USU Brigham Center,2020,2,84321,Full-Time,4
USU,USU Brigham Center,2020,2,84321,Part-Time,38
USU,USU Brigham Center,2020,2,84322,Part-Time,2
USU,USU Brigham Center,2020,2,84324,Full-Time,2
USU,USU Brigham Center,2020,2,84324,Part-Time,6
USU,USU Brigham Center,2020,2,84325,Part-Time,1
USU,USU Brigham Center,2020,2,84326,Part-Time,2
USU,USU Brigham Center,2020,2,84328,Part-Time,1
USU,USU Brigham Center,2020,2,84329,Part-Time,1
USU,USU Brigham Center,2020,2,84330,Part-Time,2
USU,USU Brigham Center,2020,2,84332,Part-Time,2
USU,USU Brigham Center,2020,2,84333,Part-Time,1
USU,USU Brigham Center,2020,2,84334,Part-Time,1
USU,USU Brigham Center,2020,2,84335,Part-Time,9
USU,USU Brigham Center,2020,2,84336,Part-Time,2
USU,USU Brigham Center,2020,2,84337,Full-Time,2
USU,USU Brigham Center,2020,2,84337,Part-Time,28
USU,USU Brigham Center,2020,2,84339,Part-Time,3
USU,USU Brigham Center,2020,2,84340,Full-Time,1
USU,USU Brigham Center,2020,2,84340,Part-Time,10
USU,USU Brigham Center,2020,2,84341,Part-Time,16
USU,USU Brigham Center,2020,2,84401,Full-Time,1
USU,USU Brigham Center,2020,2,84401,Part-Time,2
USU,USU Brigham Center,2020,2,84403,Full-Time,1
USU,USU Brigham Center,2020,2,84403,Part-Time,3
USU,USU Brigham Center,2020,2,84404,Part-Time,12
USU,USU Brigham Center,2020,2,84405,Full-Time,1
USU,USU Brigham Center,2020,2,84405,Part-Time,3
